"filename", "language", "JavaScript JSX", "XML", "JavaScript", "PostCSS", "JSON", "Less", "Properties", "Markdown", "HTML", "JSON with Comments", "comment", "blank", "total"
"/Users/munkh-erdeneotgonbayar/Projects/OT/ot-tas/src/modules/guest/CreateDocument/NonSiteTravel/att.jsx", "JavaScript JSX", 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 189
"/Users/munkh-erdeneotgonbayar/Projects/OT/ot-tas/src/modules/guest/CreateDocument/NonSiteTravel/index.jsx", "JavaScript JSX", 412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 454
"/Users/munkh-erdeneotgonbayar/Projects/OT/ot-tas/src/modules/guest/CreateDocument/SAMProfileChanges/ProfileForm.jsx", "JavaScript JSX", 713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 27, 760
"/Users/munkh-erdeneotgonbayar/Projects/OT/ot-tas/src/modules/guest/CreateDocument/SAMProfileChanges/Temporary.jsx", "JavaScript JSX", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 63
"/Users/munkh-erdeneotgonbayar/Projects/OT/ot-tas/src/modules/guest/CreateDocument/SAMProfileChanges/index.jsx", "JavaScript JSX", 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 24, 304
"/Users/munkh-erdeneotgonbayar/Projects/OT/ot-tas/src/modules/guest/CreateDocument/SiteTravel/Attachments.jsx", "JavaScript JSX", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 192
"/Users/munkh-erdeneotgonbayar/Projects/OT/ot-tas/src/modules/guest/CreateDocument/SiteTravel/NewTravel/index.jsx", "JavaScript JSX", 364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 380
"/Users/munkh-erdeneotgonbayar/Projects/OT/ot-tas/src/modules/guest/CreateDocument/SiteTravel/RemoveExistingTravel.jsx", "JavaScript JSX", 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 251
"/Users/munkh-erdeneotgonbayar/Projects/OT/ot-tas/src/modules/guest/CreateDocument/SiteTravel/RescheduleExistingTravel.jsx", "JavaScript JSX", 341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 368
"/Users/munkh-erdeneotgonbayar/Projects/OT/ot-tas/src/modules/guest/CreateDocument/SiteTravel/index.jsx", "JavaScript JSX", 429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 457
